ISIN,Name,Asset class,Currency,Weight,Sector,Country
IE00BLP1HW54,AON PLC-CLASS A,EQUITY,USD,0.0006770074409812,Financials,United States
US0091581068,AIR PRODUCTS & CHEMICALS INC,EQUITY,USD,0.000673398359877298,Materials,United States
US7707001027,ROBINHOOD MARKETS INC - A,EQUITY,USD,0.00067194022275977,Financials,United States
CA9628791027,WHEATON PRECIOUS METALS CORP,EQUITY,CAD,0.000671421139493789,Materials,Canada
CA56501R1064,MANULIFE FINANCIAL CORP,EQUITY,CAD,0.000662704048413366,Financials,Canada
US5024311095,L3HARRIS TECHNOLOGIES INC,EQUITY,USD,0.000661295103700185,Industrials,United States
US18915M1071,CLOUDFLARE INC - CLASS A,EQUITY,USD,0.000659308810159542,Information Technology,United States
US7185461040,PHILLIPS 66,EQUITY,USD,0.000658365972026377,Energy,United States
BRVALEACNOR0,VALE SA,EQUITY,BRL,0.000658346286922896,Materials,Brazil
FR0000052292,HERMES INTERNATIONAL,EQUITY,EUR,0.000655241633949619,Consumer Discretionary,France
HK0388045442,HONG KONG EXCHANGES & CLEAR,EQUITY,HKD,0.000653314151467162,Financials,Hong Kong
CNE1000003G1,IND & COMM BK OF CHINA-H,EQUITY,HKD,0.000646647323593214,Financials,China
US24703L2025,DELL TECHNOLOGIES -C,EQUITY,USD,0.000645047971219738,Information Technology,United States
GB00BM8PJY71,NATWEST GROUP PLC,EQUITY,GBP,0.000644157575674273,Financials,United Kingdom
CA87807B1076,TC ENERGY CORP,EQUITY,CAD,0.000643798954742007,Energy,Canada
US25809K1051,DOORDASH INC - A,EQUITY,USD,0.000640322733838551,Consumer Discretionary,United States
US9344231041,WARNER BROS DISCOVERY INC,EQUITY,USD,0.000637302351150271,Communication Services,United States
AU000000MQG1,MACQUARIE GROUP,EQUITY,AUD,0.000634612858621465,Financials,Australia
NL0013654783,PROSUS NV,EQUITY,EUR,0.000633801581266744,Consumer Discretionary,Netherlands
US49456B1017,KINDER MORGAN INC,EQUITY,USD,0.000630053960283271,Energy,United States
US1729081059,CINTAS CORP,EQUITY,USD,0.000628069856871189,Industrials,United States
US8168511090,SEMPRA,EQUITY,USD,0.000627442180680564,Utilities,United States
AU000000WES1,WESFARMERS LIMITED,EQUITY,AUD,0.000626789600529923,Consumer Discretionary,Australia
JP3756600007,NINTENDO CO LTD,EQUITY,JPY,0.000625190762714533,Communication Services,Japan
JP3837800006,HOYA CORP,EQUITY,JPY,0.000624497679026463,Health Care,Japan
CA1363751027,CANADIAN NATIONAL RAILWAY,EQUITY,CAD,0.000618044529539408,Industrials,Canada
KYG596691041,MEITUAN-CLASS B,EQUITY,HKD,0.000614137545357371,Consumer Discretionary,China
GB00B0SWJX34,LONDON STOCK EXCHANGE GROUP GBP,EQUITY,GBP,0.000614002213324095,Financials,United Kingdom
US87612E1064,TARGET CORP,EQUITY,USD,0.000613457436349136,Consumer Staples,United States
US0533321024,AUTOZONE INC,EQUITY,USD,0.000611874626366782,Consumer Discretionary,United States
US7561091049,REALTY INCOME CORP,EQUITY,USD,0.000607131644873374,Real Estate,United States
US05722G1004,BAKER HUGHES A GE CO,EQUITY,USD,0.000606925455260649,Energy,United States
DE0005140008,DEUTSCHE BANK AG NAMEN,EQUITY,EUR,0.000601879796371677,Financials,Germany
US49338L1035,KEYSIGHT TECHNOLOGIES INC,EQUITY,USD,0.000601118480001736,Information Technology,United States
FI4000297767,NORDEA BANK ABP,EQUITY,EUR,0.000599468741644556,Financials,Finland
US0090661010,AIRBNB INC-CLASS A,EQUITY,USD,0.000597341265414933,Consumer Discretionary,United States
US3635761097,ARTHUR J GALLAGHER & CO,EQUITY,USD,0.000596092442710658,Financials,United States
CA6330671034,NATIONAL BANK OF CANADA,EQUITY,CAD,0.000591569910276677,Financials,Canada
FR0010208488,ENGIE,EQUITY,EUR,0.000591069626292662,Utilities,France
NL0009538784,NXP SEMICONDUCTORS NV USD,EQUITY,USD,0.000590203416605579,Information Technology,Netherlands
US0200021014,ALLSTATE CORP  COM STK US 0.01,EQUITY,USD,0.000588725133561981,Financials,United States
SG1S04926220,OVERSEA-CHINESE BANKING CORP,EQUITY,SGD,0.000586016846636255,Financials,Singapore
DE0005810055,DEUTSCHE BOERSE AG,EQUITY,EUR,0.000582977399245224,Financials,Germany
SA0007879113,AL RAJHI BANK,EQUITY,SAR,0.000577524466002951,Financials,Saudi Arabia
TW0003711008,ASE TECHNOLOGY HOLDING CO LT,EQUITY,TWD,0.000576594131956942,Information Technology,Taiwan
DE000BASF111,BASF SE XETRA,EQUITY,EUR,0.000576503646266205,Materials,Germany
JP3877600001,MARUBENI CORP,EQUITY,JPY,0.000571398922296701,Industrials,Japan
US6541061031,NIKE INC -CL B,EQUITY,USD,0.000570025459294567,Consumer Discretionary,United States
US22052L1044,CORTEVA INC,EQUITY,USD,0.000567142575971247,Materials,United States
US16411R2085,CHENIERE ENERGY INC,EQUITY,USD,0.000566754069961293,Energy,United States
US0010551028,AFLAC INC,EQUITY,USD,0.000564762474518347,Financials,United States
US0311001004,AMETEK INC,EQUITY,USD,0.000562554829813278,Industrials,United States
JP3811000003,FUJIKURA LTD,EQUITY,JPY,0.000560734587097967,Industrials,Japan
US03769M1062,APOLLO GLOBAL MANAGEMENT INC,EQUITY,USD,0.000558198248875379,Financials,United States
FR0000130809,SOCIETE GENERALE,EQUITY,EUR,0.000558092157093836,Financials,France
IT0003132476,ENI SPA MILAN,EQUITY,EUR,0.000555599870579781,Energy,Italy
US03073E1055,CENCORA INC,EQUITY,USD,0.000554562661516662,Health Care,United States
KYG6683N1034,NU HOLDINGS LTD/CAYMAN ISL-A,EQUITY,USD,0.000549686453444424,Financials,Brazil
US34959E1091,FORTINET INC,EQUITY,USD,0.000548695712558824,Information Technology,United States
US3119001044,FASTENAL CO,EQUITY,USD,0.000547891712292982,Industrials,United States
US1468691027,CARVANA CO,EQUITY,USD,0.000546881914846373,Consumer Discretionary,United States
US6826801036,ONEOK INC,EQUITY,USD,0.000546737464062208,Energy,United States
SE0017486889,ATLAS COPCO AB-A SHS,EQUITY,SEK,0.000543847914280649,Industrials,Sweden
US98978V1035,ZOETIS INC,EQUITY,USD,0.00054313760592349,Health Care,United States
FI0009000681,NOKIA OYJ HELSINKI,EQUITY,EUR,0.000543034645455869,Information Technology,Finland
SE0000115446,VOLVO AB-B SHS,EQUITY,SEK,0.000542998066238019,Industrials,Sweden
KR7005380001,HYUNDAI MOTOR,EQUITY,KRW,0.000542033050000014,Consumer Discretionary,South Korea
DE0005552004,DHL GROUP (XETRA),EQUITY,EUR,0.000541530901557111,Industrials,Germany
JP3463000004,TAKEDA PHARMACEUTICAL,EQUITY,JPY,0.000541054849025233,Health Care,Japan
US25746U1097,DOMINION ENERGY INC,EQUITY,USD,0.000538303355503779,Utilities,United States
US61174X1090,MONSTER BEVERAGE CORPORATION,EQUITY,USD,0.000536225296390578,Consumer Staples,United States
US9113631090,UNITED RENTALS,EQUITY,USD,0.000535231424191056,Industrials,United States
US92840M1027,VISTRA CORP,EQUITY,USD,0.00053499160918443,Utilities,United States
US0527691069,AUTODESK INC,EQUITY,USD,0.000533995243983549,Information Technology,United States
US3848021040,WW GRAINGER INC,EQUITY,USD,0.000527623954825898,Industrials,United States
CNE100000296,BYD CO LTD-H,EQUITY,HKD,0.000527055985285064,Consumer Discretionary,China
GB00BRXH2664,ANGLOGOLD ASHANTI PLC NYSE,EQUITY,USD,0.000526360517694976,Materials,United States
JP3735400008,NTT INC,EQUITY,JPY,0.000526242871153378,Communication Services,Japan
US3453708600,FORD MOTOR COMPANY,EQUITY,USD,0.000523143692687331,Consumer Discretionary,United States
CNE1000003X6,PING AN INSURANCE GROUP,EQUITY,HKD,0.000522670494650151,Financials,China
JP3914400001,MURATA MANUFACT CO LTD  JPY50,EQUITY,JPY,0.000519912933902659,Information Technology,Japan
DK0060079531,DSV A/S (DKK),EQUITY,DKK,0.000519772257630023,Industrials,Denmark
BRITUBACNPR1,ITAU UNIBANCO HOLDING -PFD,EQUITY,BRL,0.000518666973834824,Financials,Brazil
CA13321L1085,CAMECO CORPORATION,EQUITY,CAD,0.000518150066042268,Energy,Canada
US04016X1019,ARGENX SE - ADR,EQUITY,USD,0.000515526754476384,Health Care,Netherlands
JP3496400007,KDDI CORP,EQUITY,JPY,0.000514423841556416,Communication Services,Japan
US29364G1031,ENTERGY CORP,EQUITY,USD,0.000512854527325377,Utilities,United States
GB00BD6K4575,COMPASS GROUP PLC GBP,EQUITY,USD,0.000510870690962428,Consumer Discretionary,United Kingdom
US31488V1070,FERGUSON ENTERPRISES INC,EQUITY,USD,0.000509215295723001,Industrials,United States
INE397D01024,BHARTI AIRTEL LTD,EQUITY,INR,0.000508415744104914,Communication Services,India
FR0000120644,DANONE,EQUITY,EUR,0.000508020522786269,Consumer Staples,France
US14448C1045,CARRIER GLOBAL CORP,EQUITY,USD,0.000507069314942468,Industrials,United States
US87612G1013,TARGA RESOURCES CORP,EQUITY,USD,0.000505631406796777,Energy,United States
DE000ENAG999,E.ON SE,EQUITY,EUR,0.000501981372731295,Utilities,Germany
US74460D1090,PUBLIC STORAGE,EQUITY,USD,0.000501164930255535,Real Estate,United States
US14149Y1082,CARDINAL HEALTH INC,EQUITY,USD,0.000499987833040392,Health Care,United States
US6703461052,NUCOR CORP,EQUITY,USD,0.000498705007165393,Materials,United States
US8334451098,SNOWFLAKE INC,EQUITY,USD,0.000495538488352382,Information Technology,United States
GB00BTK05J60,ANGLO AMERICAN PLC GBP,EQUITY,GBP,0.000493658159582109,Materials,United Kingdom
CA3518581051,FRANCO-NEVADA CORP,EQUITY,CAD,0.000492114436474099,Materials,Canada
AU000000CSL8,CSL LTD,EQUITY,AUD,0.000488919190339093,Health Care,Australia
US1696561059,CHIPOTLE MEXICAN GRILL-CL A,EQUITY,USD,0.000486474873339757,Consumer Discretionary,United States
US70450Y1038,PAYPAL HOLDINGS INC,EQUITY,USD,0.000486033382502095,Financials,United States
US2786421030,EBAY INC,EQUITY,USD,0.000485809986132113,Consumer Discretionary,United States
US98389B1008,XCEL ENERGY INC,EQUITY,USD,0.000485449228806782,Utilities,United States
JP3407400005,SUMITOMO ELEC INDS JPY50,EQUITY,JPY,0.000484055248615149,Consumer Discretionary,Japan
US30161N1019,EXELON CORP,EQUITY,USD,0.00048362354252286,Utilities,United States
US7739031091,ROCKWELL AUTOMATION INC,EQUITY,USD,0.000483072244012668,Industrials,United States
US2473617023,DELTA AIR LINES,EQUITY,USD,0.000479438617185392,Industrials,United States
DE000BAY0017,BAYER AG-REG,EQUITY,EUR,0.000474179649544608,Health Care,Germany
AU000000RIO1,RIO TINTO LTD,EQUITY,AUD,0.000473106918061733,Materials,Australia
CH0126881561,SWISS RE AG,EQUITY,CHF,0.000473013787933239,Financials,Switzerland
CH0013841017,LONZA GROUP AG-REG,EQUITY,CHF,0.000472596688125855,Health Care,Switzerland
CA15101Q2071,CELESTICA INC CAD,EQUITY,CAD,0.000471717432111609,Information Technology,Canada
DE0007037129,RWE AG,EQUITY,EUR,0.000470982638279966,Utilities,Germany
SE0000667891,SANDVIK AB,EQUITY,SEK,0.000470764096016483,Industrials,Sweden
US2855121099,ELECTRONIC ARTS INC,EQUITY,USD,0.00046761009920246,Communication Services,United States
GB0002374006,DIAGEO PLC GBP,EQUITY,GBP,0.00046722702373433,Consumer Staples,United Kingdom
US12504L1098,CBRE GROUP INC,EQUITY,USD,0.000466299295045717,Real Estate,United States
US28176E1082,EDWARDS LIFESCIENCES CORP,EQUITY,USD,0.000464162219702436,Health Care,United States
INE009A01021,INFOSYS LTD,EQUITY,INR,0.000463545915896847,Information Technology,India
US45168D1046,IDEXX LABORATORIES INC,EQUITY,USD,0.000462439361989917,Health Care,United States
NL0011585146,FERRARI NV MILAN,EQUITY,EUR,0.000461139397748293,Consumer Discretionary,Italy
CH0012214059,HOLCIM LTD,EQUITY,CHF,0.00046043070471272,Materials,Switzerland
TH0528A10Z14,DELTA ELECTRONICS THAI-FORGN,EQUITY,THB,0.000459823260750628,Information Technology,Thailand
US9297401088,WABTEC CORP,EQUITY,USD,0.000458400097299455,Industrials,United States
US0758871091,BECTON DICKINSON,EQUITY,USD,0.000458344106540651,Health Care,United States
KYG8208B1014,JD.COM INC-CLASS A,EQUITY,HKD,0.000457357089687779,Consumer Discretionary,China
US9884981013,YUM! BRANDS INC,EQUITY,USD,0.000456880302770785,Consumer Discretionary,United States
GB0004082847,STANDARD CHARTERED PLC,EQUITY,GBP,0.000455960116591836,Financials,United Kingdom
CNE1000001Z5,BANK OF CHINA LTD-H,EQUITY,HKD,0.000454515296107303,Financials,China
NL0011794037,KONINKLIJKE AHOLD DELHAIZE,EQUITY,EUR,0.000449930510286676,Consumer Staples,Netherlands
US59156R1086,METLIFE INC,EQUITY,USD,0.000448653336408879,Financials,United States
AU000000GMG2,GOODMAN GROUP,EQUITY,AUD,0.000448493074362013,Real Estate,Australia
US5949724083,STRATEGY INC,EQUITY,USD,0.000447625973968371,Information Technology,United States
US19260Q1076,COINBASE GLOBAL INC -CLASS A,EQUITY,USD,0.000446609086692946,Financials,United States
JP3818000006,FUJITSU LIMITED,EQUITY,JPY,0.000446292708374171,Information Technology,Japan
US55354G1004,MSCI INC,EQUITY,USD,0.000445426361905826,Financials,United States
FR0010307819,LEGRAND SA,EQUITY,EUR,0.000444636248194908,Industrials,France
US6745991058,OCCIDENTAL PETROLEUM CORP,EQUITY,USD,0.00044369151140754,Energy,United States
AU0000224040,WOODSIDE ENERGY GROUP LTD,EQUITY,AUD,0.000442879377541575,Energy,Australia
ES0140609019,CAIXABANK SA,EQUITY,EUR,0.000441427975272918,Financials,Spain
US5950171042,MICROCHIP TECHNOLOGY INC,EQUITY,USD,0.000440521651223668,Information Technology,United States
AU000000TLS2,TELSTRA GROUP LTD,EQUITY,AUD,0.000439994740487058,Communication Services,Australia
US8574771031,STATE STREET CORP,EQUITY,USD,0.000439615078037117,Financials,United States
GB00BSZBP530,RECKITT BENCKISER GROUP PLC GBP,EQUITY,GBP,0.000439422898733793,Consumer Staples,United Kingdom
ZAE000351946,NASPERS LTD-N SHS,EQUITY,ZAR,0.000439086037420835,Consumer Discretionary,South Africa
US0268747849,AMERICAN INTER.GROUP,EQUITY,USD,0.000438543994442795,Financials,United States
US23331A1097,DR HORTON INC,EQUITY,USD,0.000438409644303588,Consumer Discretionary,United States
US03076C1062,AMERIPRISE FINANCIAL,EQUITY,USD,0.000437565580154378,Financials,United States
US7607591002,REPUBLIC SERVICES INC,EQUITY,USD,0.000435425647059701,Industrials,United States
KR7402340004,SK SQUARE CO LTD,EQUITY,KRW,0.000434051505036296,Industrials,South Korea
DE0007100000,MERCEDES-BENZ GROUP AG,EQUITY,EUR,0.000433756199173816,Consumer Discretionary,Germany
US6795801009,OLD DOMINION FREIGHT LINE,EQUITY,USD,0.000433112307890093,Industrials,United States
GB0007908733,SSE PLC,EQUITY,GBP,0.000432444367529249,Utilities,United Kingdom
JP3866800000,PANASONIC HOLDINGS CORP,EQUITY,JPY,0.00043211677477523,Consumer Discretionary,Japan
GB00BMX86B70,HALEON PLC,EQUITY,GBP,0.000431191703551163,Health Care,United Kingdom
NL0000334118,ASM INTERNATIONAL NV,EQUITY,EUR,0.000429035817527476,Information Technology,Netherlands
GB00BLGZ9862,TESCO PLC,EQUITY,GBP,0.000428000472923244,Consumer Staples,United Kingdom
CH0114405324,GARMIN LTD,EQUITY,USD,0.000424917704952099,Consumer Discretionary,United States
JP3548600000,DISCO CORP,EQUITY,JPY,0.000424742646103568,Information Technology,Japan
SA14TG012N13,SAUDI ARABIAN OIL CO,EQUITY,SAR,0.000424234148730359,Energy,Saudi Arabia
US02043Q1076,ALNYLAM PHARMACEUTICALS INC,EQUITY,USD,0.000423531814395182,Health Care,United States
BRPETRACNPR6,PETROBRAS - PETROLEO BRAS-PFD,EQUITY,BRL,0.000420858536959474,Energy,Brazil
JP3404600003,SUMITOMO CORP  Y50,EQUITY,JPY,0.000420420066708044,Industrials,Japan
FR0000125007,COMPAGNIE DE SAINT GOBAIN,EQUITY,EUR,0.000419768128126662,Industrials,France
ZAE000018123,GOLD FIELDS LTD,EQUITY,ZAR,0.000416625518352811,Materials,South Africa
SE0007100581,ASSA ABLOY AB -B,EQUITY,SEK,0.000415709842698855,Industrials,Sweden
US23804L1035,DATADOG INC - CLASS A,EQUITY,USD,0.0004150792941017,Information Technology,United States
KYG6427A1022,NETEASE INC,EQUITY,HKD,0.000414213620141233,Communication Services,China
CA01626P1484,ALIMENTATION COUCHE-TARD INC,EQUITY,CAD,0.000410660661692353,Consumer Staples,Canada
JP3726800000,JAPAN TOBACCO INC,EQUITY,JPY,0.000410536267275098,Consumer Staples,Japan
CA94106B1013,WASTE CONNECTIONS INC(CAD),EQUITY,CAD,0.000410447820276524,Industrials,Canada
US5010441013,KROGER CO,EQUITY,USD,0.000410146767972636,Consumer Staples,United States
KR7105560007,KB FINANCIAL GROUP INC,EQUITY,KRW,0.000408769732374171,Financials,South Korea
US7445731067,PUBLIC SERVICE ENTERPRISE GP,EQUITY,USD,0.000405656778080889,Utilities,United States
IT0000062072,GENERALI,EQUITY,EUR,0.000405487794600137,Financials,Italy
CH0432492467,ALCON INC - CHF,EQUITY,CHF,0.000404712319741093,Health Care,Switzerland
US2091151041,CONSOLIDATED EDISON INC,EQUITY,USD,0.000404347703230118,Utilities,United States
JP3854600008,HONDA MOTOR CO LTD,EQUITY,JPY,0.000403910493320329,Consumer Discretionary,Japan
JP3304200003,KOMATSU LTD,EQUITY,JPY,0.000403540964082313,Industrials,Japan
US9291601097,VULCAN MATERIALS CO,EQUITY,USD,0.00040299983460771,Materials,United States
US4165151048,HARTFORD INSURANCE GROUP INC,EQUITY,USD,0.000402822237164065,Financials,United States
IT0004176001,PRYSMIAN SPA,EQUITY,EUR,0.000402121726579066,Industrials,Italy
CA8667961053,SUN LIFE FINANCIAL,EQUITY,CAD,0.00039906177828202,Financials,Canada
JP3732000009,SOFTBANK CORP,EQUITY,JPY,0.000398927524215367,Communication Services,Japan
CA4969024047,KINROSS GOLD CORPORATION,EQUITY,CAD,0.00039879847760681,Materials,Canada
BRPETRACNOR9,PETROBRAS - PETROLEO BRAS,EQUITY,BRL,0.000397931662174134,Energy,Brazil
US7766961061,ROPER TECHNOLOGIES INC,EQUITY,USD,0.000396131531189576,Information Technology,United States
US8522341036,BLOCK INC,EQUITY,USD,0.000395284457852573,Financials,United States
US92276F1003,VENTAS INC,EQUITY,USD,0.000395281574047604,Real Estate,United States
US42824C1099,HEWLETT PACKARD ENTERPRISE,EQUITY,USD,0.000394881514905944,Information Technology,United States
JP3802400006,FANUC CORP,EQUITY,JPY,0.000394445568594492,Industrials,Japan
FR0000133308,ORANGE,EQUITY,EUR,0.000394084029661942,Communication Services,France
GB0007099541,PRUDENTIAL PLC,EQUITY,GBP,0.00039398446267233,Financials,United Kingdom
CA3039011026,FAIRFAX FINANCIAL HLDGS LTD,EQUITY,CAD,0.000390598113572273,Financials,Canada
US7710491033,ROBLOX CORP -CLASS A,EQUITY,USD,0.000389194827369689,Communication Services,United States
US5732841060,MARTIN MARIETTA MATERIALS,EQUITY,USD,0.000388834633452895,Materials,United States
TW0002383007,ELITE MATERIAL CO LTD,EQUITY,TWD,0.000388478432246312,Information Technology,Taiwan
CA21037X1006,CONSTELLATION SOFTWARE INC,EQUITY,CAD,0.000387880229161237,Information Technology,Canada
JP3481800005,DAIKIN INDUSTRIES LTD,EQUITY,JPY,0.000386718052502235,Industrials,Japan
US6311031081,NASDAQ INC,EQUITY,USD,0.000383753316991252,Financials,United States
US69331C1080,P G & E CORP,EQUITY,USD,0.000381812713277605,Utilities,United States
US8740541094,TAKE-TWO INTERACTIVE SOFTWARE,EQUITY,USD,0.000381522390161147,Communication Services,United States
IL0006046119,BANK LEUMI LE-ISRAEL,EQUITY,ILS,0.000381285154458343,Financials,Israel
AT0000652011,ERSTE GROUP BANK,EQUITY,EUR,0.000381212911154428,Financials,Austria
GB00B1YW4409,3I GROUP PLC,EQUITY,GBP,0.000381036805277894,Financials,United Kingdom
US22822V1017,CROWN CASTLE INTL CORP,EQUITY,USD,0.000378968369703577,Real Estate,United States
US92939U1060,WEC ENERGY GROUP INC,EQUITY,USD,0.000378440205138719,Utilities,United States
SG1M31001969,UNITED OVERSEAS BANK LTD,EQUITY,SGD,0.000377619725987343,Financials,Singapore
IL0006290147,TEVA PHARMACEUTICALS INDUSTRIES,EQUITY,ILS,0.000373576162457176,Health Care,Israel
MXP370841019,GRUPO MEXICO SA,EQUITY,MXN,0.000372738743597676,Materials,Mexico
GB00B19NLV48,EXPERIAN PLC,EQUITY,GBP,0.000370857620193397,Industrials,United Kingdom
CA67077M1086,NUTRIEN LTD,EQUITY,CAD,0.000365845536219527,Materials,Canada
US8718291078,SYSCO CORP,EQUITY,USD,0.000363842400671662,Consumer Staples,United States
